"prix";"surface";"nb_pieces";"nb_chambres";"description";"transaction";"type_bien";"source";"ville";"code_postal"
"890";"35.0";"2";"1";"Maison T2 bis de 35 m² entièrement rénovée, Tours Nord avenue Maginot dans une maison avec jardin au calme.  Proche toutes commodités, arrêt de tram/bus à 1 min. Proximité immédiate avec l'hyper...";"locations";"maisons";"Pap";"Tours";"37000"
"1199";"90.0";"4";"3";"Située au centre-ville de La Montagne 44620 (Nantes Métropole).  Exposé Sud-ouest, maison récente (2023) de 90 m² au RDC. Une pièce de vie de 36 m² avec cuisine aménagée et une arrière-cuisine. Trois...";"locations";"maisons";"Pap";"Montagne";"44620"
"1850";"145.0";"6";"5";"**Maison de ville ancienne** à louer dans l'hypercentre de Senlis, dans une rue calme avec des places de parking à proximité. La maison s'étend sur 3 étages. Au rez-de-chaussée se trouve un salon...";"locations";"maisons";"Pap";"Senlis";"60300"
"1050";"112.0";"5";"3";"Maison neuve proche gare. 3 chambres dont une suite parentale. Cuisine équipée avec îlot central. Terrasse carrelée de 22 m². Chauffage au sol par pompe à chaleur Viessmann. Garage avec la maison de...";"locations";"maisons";"Pap";"Écommoy";"72220"
"1030";"74.0";"3";"2";"Maison 3 pièces de plain-pied – Quint-Fonsegrives – Entièrement rénovée -  Loyer : 1 000 €/mois hors charges Charges locatives : provisions sur charges à définir (voir détail ci-dessous)  Les photos...";"locations";"maisons";"Pap";"Quint-Fonsegrives";"31130"
"1230";"98.0";"4";"2";"Maison très récente , plain pied en campagne , meublé, à proximité de l'école et des commerces. A 20 minutes de Lille et Valenciennes. Maison sur 500 m², jardin et terrasse, carport et portail...";"locations";"maisons";"Pap";"Brillon";"59178"
"2200";"120.0";"5";"4";"Maison familiale avec jardin – Le Bouscat – 120 m² – Bien rare  Le Bouscat – Avenue Jules Guesde  À saisir ! Bien rare sur le secteur, disponible à partir du 1er mai 2026.  Située dans une rue calme...";"locations";"maisons";"Pap";"Bouscat";"33110"
"1200";"96.0";"5";"3";"Maison T5 de 96 m² meublée, mitoyenne (1 pignon) à Brest rive droite comprenant : - Au rez-de-chaussée : un beau séjour/salon avec cuisine ouverte et îlot de séparation, sellier/buanderie, wc, petit...";"locations";"maisons";"Pap";"Brest";"29200"
"2190";"123.0";"6";"3";"Disponible : maison récente (2019) meublée de 123 m² sur 200 m² de terrain comprenant sur 2 étages : - Rez-de-chaussée : vaste salon-séjour très lumineux, cuisine ouverte avec coin repas, large...";"locations";"maisons";"Pap";"Villebon-Sur-Yvette";"91140"
"1650";"100.0";"4";"3";"Echoppe bordelaise sur 2 niveaux de type T4 de 100m2 disponible début juin. Située à Bastide à 2’ de l’arrêt de tramway Galin. Rue calme et résidentielle.  Idéale pour un couple avec enfants dans un...";"locations";"maisons";"Pap";"Bordeaux";"33000"
"1100";"90.0";"4";"3";"Maison individuelle de plain pied de 100 m² avec garage sur 593 m² de terrain, située dans une impasse avec vue sur le golf, agréable à vivre. Parking privé fermé. Jardin avec terrasse plein sud. ...";"locations";"maisons";"Pap";"Wasquehal";"59290"
"3200";"150.0";"5";"4";"Location longue durée -Maison de ville meublée et décorée - familiale – 150 m² – 4 chambres – Jardin – Bois-Colombes  À louer longue durée belle maison de ville meublée d'environ 150 m², située dans...";"locations";"maisons";"Pap";"Bois-Colombes";"92270"
"1250";"70.0";"3";"2";"Située à Domancy, proche le Fayet à proximité immédiate de la zone commerciale de La Pallud  Le bien : Maison mitoyenne de 70 m² de plain-pied. Logement récemment rénové.    - Séjour et cuisine...";"locations";"maisons";"Pap";"Domancy";"74700"
"1050";"64.0";"3";"2";"Maison 64 m² - à louer - Lavernose Lacasse   Entièrement rénovée :  2 chambres (10 et 11,7 m² )avec placard intégrés 1 salle de bain avec baignoire 1 toilette indépendant 1 cuisine toute équipée...";"locations";"maisons";"Pap";"Lavernose-Lacasse";"31410"
"750";"30.0";"2";"1";"Maisonnette plain-pied disponible dès septembre 2026 jusqu'à juin 2027. À proximité de la plage du Nau et du bois. Proches commerces, centre et port.";"locations";"maisons";"Pap";"Pouliguen";"44510"
"2750";"99.0";"5";"3";"*Maison moderne neuve 2024 – Prestations haut de gamme – Jardin et parking**.  Disponibilité 27/06/2026  Découvrez cette maison contemporaine construite en 2024, offrant des **prestations modernes**,...";"locations";"maisons";"Pap";"Bièvres";"91570"
"665";"75.0";"4";"2";"**Maison meublée** de 75 m2 habitables avec grand terrain arboré de 2.200 m2 à louer sur la presqu'île de Plougrescant (Côtes d'Armor). Libre à partir du 1er avril.  La maison se situe à la pointe de...";"locations";"maisons";"Pap";"Plougrescant";"22820"
"1100";"85.0";"3";"2";"**Maison à louer 4 mois, de mai à août 2026, par bail mobilité uniquement. Vérifiez que vous répondez à ce critère avant de me contacter.**  Située dans un quartier très calme de Périgny 17180, à 5...";"locations";"maisons";"Pap";"Périgny";"17180"
"1400";"110.0";"4";"3";"Je loue cette belle maison de village de 4 pièces, d'une surface de 110 m², située à Épône. Cette maison non meublée de 2 étages a été construite dans le passé. Cette maison comprend 3 chambres et 2...";"locations";"maisons";"Pap";"Épône";"78680"
"695";"35.0";"2";"1";"T2 Meublé en duplex avec mezzanine, terrasse et parking (2 places), située au calme dans une copropriété sécurisée avec portail électrique. Une pièce de vie agréable et lumineuse avec espace salon et...";"locations";"maisons";"Pap";"Goussainville";"28410"
"750";"90.0";"4";"2";"**Idéal Colocation Étudiants et/ou étudiant(e) seul(e), Stagiaires, personnes en apprentissage. Bail Mobilité (1 à 10 mois) Pas de location annuelle** Animaux pas admis  Location maison de village...";"locations";"maisons";"Pap";"Solliès-Toucas";"83210"
"1400";"70.0";"4";"2";"À louer pavillon en fond de jardin Salon, salle de bain avec douche, cuisine équipée, chambre, wc. Salon avec cuisine et barbecue. À l’étage chambre et salle de bain avec baignoire Petit jardin...";"locations";"maisons";"Pap";"Champigny-Sur-Marne";"94500"
"585";"44.0";"3";"1";"**Maison de village de 3 pièces**, d'une surface de 44 m², située à Fleury. Cette maison de 2 étages comprend au rez-de-chaussée c cuisine, wc. Etage 1: salon  Etage 2 :chambre avec salle de bain. ...";"locations";"maisons";"Pap";"Fleury";"11560"
"1300";"110.0";"3";"2";"Villa de 110 m2 construite en 2024 sur la commune de Fontarèches (30580) Équipée d’un chauffage et climatisation gainable Des panneaux solaires permettent une faible consommation d’électricité Il y a...";"locations";"maisons";"Pap";"Fontarèches";"30580"
"3500";"114.0";"5";"3";"Maison coup de cœur située en plein centre d'Asnières - a 2 pas de la mairie, des commerces, des écoles (crèche, maternelle, élémentaire), 8 min à pied de la gare d'Asnières et 10 min de la ligne 13...";"locations";"maisons";"Pap";"Asnières-Sur-Seine";"92600"
"1500";"72.0";"4";"3";"BRETIGNY SUR ORGE. DANS UN QUARTIER PAVILLONNAIRE CALME, PROCHE GARE RER C ET ZONE COMMERCIALE, UNE MAISON INDIVIDUELLE DE TYPE F4 D UNE SURFACE HABITABLE DE 72 M² COMPRENANT : UNE ENTREE AVEC...";"locations";"maisons";"Pap";"Brétigny-Sur-Orge";"91220"
"1190";"103.0";"4";"3";"Particulier loue maison à Luisant  de 103 m2 Dans une co-propriété Cuisine indépendante aménagée équipée séjour de 35 m2 Garage avec chaudière au gaz de ville porte électrique wc. A l'étage 3...";"locations";"maisons";"Pap";"Luisant";"28600"
"1222";"80.0";"3";"2";"Superbe Maison F3 de 80 m² + Terrasse 18 m² – entièrement rénové – Maison de ville meublée  Bâtiment historique, entièrement rénové – Maison de ville meublée  Découvrez cette somptueuse maison de...";"locations";"maisons";"Pap";"Agde";"34300"
"840";"66.0";"4";"3";"Charmante maison de ville avec cour privée – Centre de Gien  Idéalement située en plein cœur de Gien, à proximité immédiate des écoles, collèges, lycées et commerces, cette maison de 66 m² offre un...";"locations";"maisons";"Pap";"Gien";"45500"
"8500";"265.0";"7";"5";"La villa se trouve à 5min à pied du vieux village de Mougins, qui est essentiellement composé de petites ruelles, de restaurants, et de galeries d'art.  L'accès autoroute est à 5 min, La Croisette De...";"locations";"maisons";"Pap";"Mougins";"06250"
"2420";"110.0";"4";"2";"Maison de ville esprit loft – 110 m² – 3 plateaux ouverts – Nanterre centre  Rare à la location. Maison de ville entièrement rénovée, pensée comme un loft vertical, au cœur de Nanterre. Anciennement...";"locations";"maisons";"Pap";"Nanterre";"92000"
"2100";"54.0";"3";"2";"**Tiny house de charme 54 m²** – Hypercentre Nanterre (Rue de l’Église), au pied de la Cathédrale – 2 chambres – 3 niveaux. Au cœur de la vieille ville de Nanterre, Rue de l’Église, au pied de la...";"locations";"maisons";"Pap";"Nanterre";"92000"
"1700";"93.0";"4";"3";"Chauffage au gaz, cuisine aménagée, à 5 minutes des commerces et du centre-ville.  3 chambres, un salon avec cheminée, une cuisine équipée, une salle d'eau avec 2 WC indépendants.  Garage et laverie...";"locations";"maisons";"Pap";"Villecresnes";"94440"
"1600";"89.0";"4";"3";"Maison 89 m2 sur terrain 35 m2 avec garage 50 m2, terrasse avec pergola et salon de jardin, barbecue. Proximité campus, lycée, collège, école.  Bois de Thouars. Accès immédiat à la rocade.";"locations";"maisons";"Pap";"Talence";"33400"
"2700";"160.0";"6";"4";"Quartier résidentiel  de Cauderan , secteur villa primerose,  rue calme, proche des écoles  de Tivoli et grand Lebrun et du parc bordelais. 4 chambres,  2 salles d'eau, un grand séjour/salle à...";"locations";"maisons";"Pap";"Bordeaux";"33000"
"1370";"76.0";"3";"2";"Conflans Saint Honorine - Quartier Chènevière et Grandes Terres. Avenue du Soleil Levant. Maison, 76 m², 3 pièces avec terrasse privative de 35 m². Très bon état. Au rez-de-chaussée : Cuisine avec...";"locations";"maisons";"Pap";"Conflans-Sainte-Honorine";"78700"
"4000";"165.0";"6";"5";"Quartier recherché, à proximité du Lycée International, du Tram 13 (stations Fourqueux / Bel Air) permettant un accès rapide au RER, ainsi que des lignes de bus.  **Belle  maison d’architecte récente...";"locations";"maisons";"Pap";"Saint-Germain-En-Laye";"78100"
"1950";"62.0";"3";"2";"**Maison de charme rénovée** – Esprit contemporain centre-ville Meudon  Située face au centre culturel et à proximité immédiate du Potager du Dauphin, cette maison de ville entièrement rénovée...";"locations";"maisons";"Pap";"Meudon";"92190"
"3200";"170.0";"9";"5";"**Très grande et belle maison ensoleillée** à proximité de toutes les commodités : transports en commun ( bus et tram), écoles (crèche, primaire, collège et lycée), commerces, restaurants) dans un...";"locations";"maisons";"Pap";"Mérignac";"33700"
"790";"42.0";"2";"1";"**Maison de ville neuve avec jardinet + place de parking.**  Petite maison mitoyenne entièrement réhabilitée à neuf, sur 2 niveaux, située dans une résidence au Houlme.  Première mise en location...";"locations";"maisons";"Pap";"Houlme";"76770"
"1430";"170.0";"6";"5";"Magnifique Maison de Caractère –  Grand Volume  À louer, superbe demeure  avec 4 étages de 160m² alliant le charme de l'ancien  et un confort moderne haut de gamme. Idéale pour une grande famille ...";"locations";"maisons";"Pap";"Autruy-Sur-Juine";"45480"
"1800";"50.0";"3";"2";"Direct propriétaire loue à l'année en meublé, maison individuelle plain pied avec grande cave, garage fermé avec portail automatique, jardin et terrasses. Climatisations réversibles. Situé au centre...";"locations";"maisons";"Pap";"Nice";"06000"
"490";"45.0";"2";"1";"Maison mitoyenne meublée de 2 pièces, située dans le centre ville de Sablé sur Sarthe. Idéal pour personne seule ou en couple.  Cette maison comprend 1 chambre et 1 salle de bain avec wc. La cuisine...";"locations";"maisons";"Pap";"Sablé-Sur-Sarthe";"72300"
"1650";"119.0";"6";"5";"À louer – Maison 4 faces 5 chambres avec jardin – 1 650 € CC/mois – Disponible au 01/08/2026  Située dans une petite copropriété paisible de 8 maisons à Saint-Égrève, à proximité du...";"locations";"maisons";"Pap";"Saint-Égrève";"38120"
"2190";"96.0";"5";"3";"Idéalement située dans quartier calme et résidentiel, proche commerces et arrêt de bus, jolie maison confortable avec jardin arboré et terrasse. Cuisine équipée et fonctionnelle ouverte, pièce de vie...";"locations";"maisons";"Pap";"Éguilles";"13510"
"1900";"195.0";"6";"5";"Particulier à Particulier loue Très belle villa de 195 m2 dans lotissement privé et résidentiel à 10 minutes du métro. Elle est composée d'une salle manger avec cheminée de 50 m2 donnant sur la...";"locations";"maisons";"Pap";"Pin-Balma";"31130"
"1380";"120.0";"5";"4";"MAISON IND. à LOUER - 120 m2 Jardin et verger- KILSTETT  15 kms de Strasbourg - Loyer mensuel de 1180. € Maison familiale avec 3 Chambres à l’étage - parquet - Au Rdc une Cuisine aménagée ouverte sur...";"locations";"maisons";"Pap";"Kilstett";"67840"
"2130";"200.0";"6";"5";"À la suite de la séparation des locataires, nous louons cette maison d'habitation de 200m2 avec une vue magnifique, sans vis-à-vis, au calme.  Elle comprend un rdc : une cuisine équipée, un salon et...";"locations";"maisons";"Pap";"Saint-Sulpice-La-Pointe";"81370"
"1490";"114.0";"5";"3";"Maison mitoyenne à cinq minutes à pied du centre-ville. Entrée avec placard, salon double avec cheminée, petite cuisine, ouverte équipée et aménagée. Toilettes. À l'étage : palier (Bureau, possible)...";"locations";"maisons";"Pap";"Perray-En-Yvelines";"78610"
"800";"85.0";"4";"2";"Maison individuelle non meublée à louer 5 rue Charles le Goffic Plouha 22580 Surface habitable: 85 m² 1 niveau 2 chambres (étage) 2 salles de bain (étage / rez-de-chaussée) Mode de chauffage :...";"locations";"maisons";"Pap";"Plouha";"22580"
"1450";"85.0";"4";"3";"Location Maison individuelle T4 À POMPERTUZAT (31450)  Charmante maison récente (fin 2022) de 85m² de plain-pied avec jardin située dans un cadre calme et sécurisé au sein d’un village authentique.";"locations";"maisons";"Pap";"Pompertuzat";"31450"
"960";"95.0";"4";"3";"Maison à louer - 4 pièces 3 chambres 93 m2 800 m2 de terrain avec terrasse • Performance énergétique : C. Isolation chaux chanvre, pompe à chaleur, VMC, toutes les fenêtres en double vitrage sont...";"locations";"maisons";"Pap";"Saint-Quay-Perros";"22700"
"1200";"95.0";"3";"2";"Située au cœur d'un hameau protégé et authentique, à 50m d'une chanterie classée, **maison meublée, récemment rénovée**. Chauffage principalement au poêle à bois avec des radiateurs électriques dans...";"locations";"maisons";"Pap";"Silly-Tillard";"60430"
"1400";"124.0";"6";"4";"Maison spacieuse meublée à louer en longue durée - 124 m², 6 pièces, 4 chambres, 2 salles de bain.  Nichée au coeur du pittoresque village de Champagne-en-Valromey, cette magnifique maison...";"locations";"maisons";"Pap";"Champagne-En-Valromey";"01260"
"1075";"94.75";"3";"2";"Idéalement située entre la mairie de Chantenay et la place Jean Macé, cette maison de ville T3 de 94,75 m² offre un cadre de vie pratique et agréable en plein cœur d’un quartier dynamique. ...";"locations";"maisons";"Pap";"Nantes";"44000"
